filename	type	venueID	venueShortname	venue	year	publisher	address
chen-tpami11.json	article	tpami	TPAMI	IEEE Transactions on Pattern Analysis and Machine Intelligence	2011	IEEE	
kang-tvcg08.json	article	tvcg	TVCG	IEEE Transactions on Visualization and Computer Graphics	2008	IEEE	
chen-pov11.json	conference	pov		IEEE Workshop on Person-Oriented Vision	2011	IEEE	Kona, HI, USA
fakhraei-tcbb14.json	article	tcbb	TCBB	IEEE/ACM Transactions on Computational Biology and Bioinformatics	2014	IEEE/ACM	
udrea-swecka07.json	conference	swecka	SWeCKa	IJCAI Workshop on Semantic Web for Collaborative Knowledge Acquisition	2007	SWeCKa	Hyderabad, India
embar-starai18.json	conference	starai	StarAI	International Workshop on Statistical Relational AI	2018	arXiv	Stockholm, Sweden
pujara-starai16.json	conference	starai	StarAI	International Workshop on Statistical Relational AI	2016	arXiv	New York, NY, USA
getoor-tlbs01.json	conference	tlbs		IJCAI Workshop on Text Learning: Beyond Supervision	2001	TLBS	Seattle, WA, USA
lu-textlink03.json	conference	textlink	TextLink	IJCAI Workshop on Text Mining and Link Analysis	2003	TextLink	Acapulco, Mexico
kouki-iui19.json	conference	iui	IUI	Intelligent User Interfaces	2019	ACM	Marina del Ray, CA, USA
sehgal-gis06.json	conference	gis	GIS	International Symposium on Geographic Information Systems	2006	ACM	Arlington, VA, USA
sharara-asonam09.json	conference	asonam	ASONAM	International Conference on Advances in Social Networks Analysis and Mining	2009	IEEE	Athens, Greece
sharara-snam11.json	article	snam	SNAM	Social Network Analysis and Mining	2011	Springer-Verlag	
getoor-asonam12.json	tutorial	asonam	ASONAM	International Conference on Advances in Social Networks Analysis and Mining	2012	IEEE	Istanbul, Turkey
kumar-asonam16.json	conference	asonam	ASONAM	International Conference on Advances in Social Networks Analysis and Mining	2016	IEEE	San Francisco, CA, USA
tomkins-asonam18.json	conference	asonam	ASONAM	International Conference on Advances in Social Networks Analysis and Mining	2018	IEEE	Barcelona, Spain
london-aistats14.json	conference	aistats	AISTATS	International Conference on Artificial Intelligence and Statistics	2014	PMLR	Reykjavik, Iceland
sen-icde07.json	conference	icde	ICDE	IEEE International Conference on Data Engineering	2007	IEEE	Istanbul, Turkey
moustafa-icde12.json	conference	icde	ICDE	IEEE International Conference on Data Engineering	2012	IEEE	Washington, DC, USA
moustafa-icde14.json	conference	icde	ICDE	IEEE International Conference on Data Engineering	2014	IEEE	Chicago, IL, USA
kimmig-icde17.json	conference	icde	ICDE	IEEE International Conference on Data Engineering	2017	IEEE	San Diego, CA, USA
singh-icdm05.json	conference	icdm	ICDM	IEEE International Conference on Data Mining	2005	IEEE	Houston, TX, USA
licamele-icdm06.json	conference	icdm	ICDM	IEEE International Conference on Data Mining	2006	IEEE	Hong Kong
kouki-icdm17.json	conference	icdm	ICDM	IEEE International Conference on Data Mining	2017	IEEE	New Orleans, LA, USA
tomkins-icdm18.json	conference	icdm	ICDM	IEEE International Conference on Data Mining	2018	IEEE	Singapore
sen-dmud07.json	conference	dmud		ICDM Workshop on Data Mining on Uncertain Data	2007	IEEE	Omaha, NE, USA
hung-icdt03.json	conference	icdt	ICDT	International Conference on Database Theory	2003	Springer-Verlag	Siena, Italy
farnadi-ilp15.json	conference	ilp	ILP	International Conference on Inductive Logic Programming	2015	CEUR	Kyoto, Japan
namata-cikm07.json	conference	cikm	CIKM	International Conference on Information and Knowledge Management	2007	ACM	Beijing, China
srinivasan-cikm19.json	conference	cikm	CIKM	International Conference on Information and Knowledge Management	2019	ACM	Lisbon, Portugal
kang-iv07.json	conference	iv	IV	International Conference Information Visualization	2007	IEEE	Zürich, Switzerland
bhattacharya-kdd06.json	conference	kdd	KDD	International Conference on Knowledge Discovery and Data Mining	2006	ACM	Philadelphia, PA, USA
piatetsky-shapiro-kdd06.json	conference	kdd	KDD	International Conference on Knowledge Discovery and Data Mining	2006	ACM	Philadelphia, PA, USA
bilgic-kdd08.json	conference	kdd	KDD	International Conference on Knowledge Discovery and Data Mining	2008	ACM	Las Vegas, NV, USA
zheleva-kdd09.json	conference	kdd	KDD	International Conference on Knowledge Discovery and Data Mining	2009	ACM	Paris, France
plangprasopchok-kdd10.json	conference	kdd	KDD	International Conference on Knowledge Discovery and Data Mining	2010	ACM	Washington, DC, USA
namata-kdd11.json	conference	kdd	KDD	International Conference on Knowledge Discovery and Data Mining	2011	ACM	San Diego, CA, USA
getoor-kdd13.json	conference	kdd	KDD	International Conference on Knowledge Discovery and Data Mining	2013	ACM	Chicago, IL, USA
ramakrishnan-kdd14.json	conference	kdd	KDD	International Conference on Knowledge Discovery and Data Mining	2014	ACM	New York, NY, USA
fakhraei-kdd15.json	conference	kdd	KDD	International Conference on Knowledge Discovery and Data Mining	2015	ACM	Sydney, Australia
fakhraei-kdd16.json	conference	kdd	KDD	International Conference on Knowledge Discovery and Data Mining	2016	ACM	San Francisco, CA, USA
getoor-icml01.json	conference	icml	ICML	International Conference on Machine Learning	2001	Purdue	Williamstown, MA, USA
lu-icml03.json	conference	icml	ICML	International Conference on Machine Learning	2003	HP	Washington, DC, USA
sen-icml06.json	conference	icml	ICML	International Conference on Machine Learning	2006	ICML	Pittsburgh, PA, USA
bilgic-icml10.json	conference	icml	ICML	International Conference on Machine Learning	2010	ICML	Haifa, Israel
london-icml13.json	conference	icml	ICML	International Conference on Machine Learning	2013	PMLR	Atlanta, GA, USA
rastegari-icml13.json	conference	icml	ICML	International Conference on Machine Learning	2013	PMLR	Atlanta, GA, USA
bach-icml15.json	conference	icml	ICML	International Conference on Machine Learning	2015	PMLR	Lille, France
foulds-icml15.json	conference	icml	ICML	International Conference on Machine Learning	2015	PMLR	Lille, France
he-icml15.json	conference	icml	ICML	International Conference on Machine Learning	2015	PMLR	Lille, France
london-icml15.json	conference	icml	ICML	International Conference on Machine Learning	2015	PMLR	Lille, France
minton-icmla11.json	conference	icmla	ICMLA	International Conference on Machine Learning and Applications	2011	IEEE	Honolulu, HI, USA
getoor-sigmod01.json	conference	sigmod	SIGMOD	International Conference on Management of Data	2001	ACM	Santa Barbara, CA, USA
lerman-sigmod04.json	conference	sigmod	SIGMOD	International Conference on Management of Data	2004	ACM	Paris, France
udrea-sigmod07.json	conference	sigmod	SIGMOD	International Conference on Management of Data	2007	ACM	Beijing, China
rekatsinas-sigmod12.json	conference	sigmod	SIGMOD	International Conference on Management of Data	2012	ACM	Scottsdale, AZ, USA
moustafa-sigmod13.json	conference	sigmod	SIGMOD	International Conference on Management of Data	2013	ACM	New York, NY, USA
rekatsinas-sigmod16.json	conference	sigmod	SIGMOD	International Conference on Management of Data	2016	ACM	San Francisco, CA, USA
salami-sigmod20.json	conference	sigmod	SIGMOD	International Conference on Management of Data	2020	ACM	Virtual
huang-sbp13.json	conference	sbp	SBP	International Conference on Social Computing, Behavioral-Cultural Modeling, and Prediction	2013	Springer-Verlag	Washington, DC, USA
kang-sbp13.json	conference	sbp	SBP	International Conference on Social Computing, Behavioral-Cultural Modeling, and Prediction	2013	Springer-Verlag	Washington, DC, USA
sharara-socinfo12.json	conference	socinfo		International Conference on Social Informatics	2012	IEEE	Washington, DC, USA
sen-vldb08.json	conference	vldb	VLDB	International Conference on Very Large Data Bases	2008	VLDB	Auckland, New Zealand
schnaitter-vldb09.json	conference	vldb	VLDB	International Conference on Very Large Data Bases	2009	VLDB	Lyon, France
sen-vldb10.json	conference	vldb	VLDB	International Conference on Very Large Data Bases	2010	VLDB	Singapore
getoor-vldb12.json	tutorial	vldb	VLDB	International Conference on Very Large Data Bases	2012	VLDB	Istanbul, Turkey
sharara-icwsm11.json	conference	icwsm	ICWSM	International Conference on Web and Social Media	2011	AAAI	Barcelona, Spain
ramesh-wise18.json	conference	wise	WISE	International Conference on Web Information Systems Engineering	2018	Springer-Verlag	Dubai, UAE
ramesh-wi17.json	conference	wi	WI	International Conference on Web Intelligence	2017	ACM	Leipzig, Germany
getoor-wsdm11.json	tutorial	wsdm	WSDM	International Conference on Web Search and Data Mining	2011	ACM	Hong Kong
plangprasopchok-wsdm11.json	conference	wsdm	WSDM	International Conference on Web Search and Data Mining	2011	ACM	Hong Kong
barash-icwsm09.json	conference	icwsm	ICWSM	International Conference on Web and Social Media	2009	AAAI	San Jose, CA, USA
kim-www17.json	conference	www	WWW	The Web Conference	2017	ACM	Perth, Australia
friedman-ijcai99.json	conference	ijcai	IJCAI	International Joint Conference on Artificial Intelligence	1999	IJCAI	Stockholm, Sweden
sharara-ijcai11.json	conference	ijcai	IJCAI	International Joint Conference on Artificial Intelligence	2011	IJCAI	Barcelona, Spain
tomkins-ijcai17.json	conference	ijcai	IJCAI	International Joint Conference on Artificial Intelligence	2017	IJCAI	Melbourne, Australia
sridhar-ijcai18.json	conference	ijcai	IJCAI	International Joint Conference on Artificial Intelligence	2018	IJCAI	Stockholm, Sweden
